"","Local.time.in.Guelmim","T","P0","P","U","DD","Ff","ff10","WW","W.W.","c","VV","Td","Few clouds","Scattered clouds","Broken clouds","Overcast","cumulonimbus clouds","cumulus congestus of great vertical extent"
"8555","2015-10-03 11:00:00",29,736.5,762,29,"Wind blowing from the south-west",1,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8556","2015-10-03 12:00:00",31,735.9,761.2,25,"Wind blowing from the west-northwest",2,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8557","2015-10-03 13:00:00",33,736.1,761.2,20,"Wind blowing from the north",2,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8558","2015-10-03 14:00:00",34,735.5,760.5,19,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8559","2015-10-03 15:00:00",36,734.8,759.7,16,"Wind blowing from the north-west",2,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"8560","2015-10-03 16:00:00",36,734.8,759.7,17,"Wind blowing from the north-west",4,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8561","2015-10-03 17:00:00",36,734.8,759.7,17,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8562","2015-10-03 18:00:00",33,734.6,759.7,18,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"8563","2015-10-04 06:00:00",23,736.8,762.8,36,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8564","2015-10-04 07:00:00",23,737.4,763.5,36,"Wind blowing from the east",7,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8565","2015-10-04 08:00:00",27,737.8,763.5,24,"Wind blowing from the east",4,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8566","2015-10-04 09:00:00",32,738.2,763.5,15,"Wind blowing from the south-southeast",10,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8567","2015-10-04 10:00:00",33,739.1,764.3,14,"Wind blowing from the south-southeast",9,16,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8568","2015-10-04 11:00:00",35,739.2,764.3,11,"Wind blowing from the south-southeast",8,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8569","2015-10-04 12:00:00",36,738.5,763.5,12,"Wind blowing from the south-east",8,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8570","2015-10-04 13:00:00",36,738.5,763.5,11,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8571","2015-10-04 14:00:00",37,737.9,762.8,11,"Wind blowing from the south-southeast",4,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8572","2015-10-04 15:00:00",37,737.9,762.8,10,"Wind blowing from the south-southeast",5,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8573","2015-10-04 16:00:00",37,737.2,762,10,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8574","2015-10-04 17:00:00",37,737.2,762,11,"Wind blowing from the south-southeast",4,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8575","2015-10-04 18:00:00",35,737.8,762.8,12,"Wind blowing from the south-southeast",4,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"8576","2015-10-05 06:00:00",26,738.5,764.3,26,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8577","2015-10-05 07:00:00",26,739.2,765,26,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8578","2015-10-05 08:00:00",27,739.2,765,24,"Wind blowing from the east",4,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8579","2015-10-05 09:00:00",31,739.6,765,19,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8580","2015-10-05 10:00:00",35,739.2,764.3,13,"Wind blowing from the south-southeast",6,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"8581","2015-10-05 11:00:00",36,739.3,764.3,13,"Wind blowing from the south-southeast",5,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"8582","2015-10-05 12:00:00",37,738.6,763.5,12,"Wind blowing from the south",5,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"8583","2015-10-05 13:00:00",38,738.7,763.5,9,"Wind blowing from the south",5,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"8584","2015-10-05 14:00:00",39,738.1,762.8,9,"Wind blowing from the south",4,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8585","2015-10-05 15:00:00",39,737.3,762,9,"Wind blowing from the north-northwest",2,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"8586","2015-10-05 16:00:00",38,737.2,762,10,"Wind blowing from the south-west",3,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"8587","2015-10-05 17:00:00",36,737.1,762,13,"Wind blowing from the north-northwest",6,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"8588","2015-10-05 18:00:00",34,736.9,762,16,"Wind blowing from the north",5,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"8589","2015-10-06 06:00:00",22,736.7,762.8,44,"Calm, no wind",0,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8590","2015-10-06 07:00:00",20,737.2,763.5,49,"Wind blowing from the east-southeast",2,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8591","2015-10-06 08:00:00",23,737.4,763.5,41,"",NA,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8592","2015-10-06 09:00:00",25,737.6,763.5,47,"Wind blowing from the west-southwest",2,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"8593","2015-10-06 10:00:00",26,737.7,763.5,42,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"8594","2015-10-06 11:00:00",29,738,763.5,33,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"8595","2015-10-06 12:00:00",31,737.4,762.8,29,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"8596","2015-10-06 13:00:00",33,736.1,761.2,20,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8597","2015-10-06 15:00:00",36,734.8,759.7,17,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8598","2015-10-06 16:00:00",36,734.8,759.7,19,"Wind blowing from the north",4,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8599","2015-10-06 17:00:00",34,734.7,759.7,23,"Wind blowing from the north-northeast",5,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"8600","2015-10-06 18:00:00",31,735.2,760.5,29,"Wind blowing from the north-northeast",4,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"8601","2015-10-07 06:00:00",18,734.8,761.2,94,"Calm, no wind",0,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"8602","2015-10-07 07:00:00",18,735.6,762,94,"Wind blowing from the south-west",1,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"8603","2015-10-07 08:00:00",20,735.7,762,88,"Wind blowing from the south-west",3,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"8604","2015-10-07 09:00:00",21,735.8,762,88,"Wind blowing from the south-west",3,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",19,"300","0","0","0",0,0
"8605","2015-10-07 10:00:00",23,736,762,78,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",19,"0","0","0","0",0,0
"8606","2015-10-07 11:00:00",25,736.2,762,61,"Wind blowing from the north-west",2,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"8607","2015-10-07 12:00:00",27,735.6,761.2,54,"Wind blowing from the north-west",3,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"8608","2015-10-07 13:00:00",29,735.1,760.5,43,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"8609","2015-10-07 14:00:00",30,733.7,759,43,"Wind blowing from the west-southwest",6,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"8610","2015-10-07 15:00:00",30,733.7,759,40,"Wind blowing from the north",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"8611","2015-10-07 16:00:00",29,733.6,759,40,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"8612","2015-10-07 17:00:00",27,733.4,759,48,"Wind blowing from the north",8,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"8613","2015-10-07 18:00:00",24,733.9,759.7,65,"Wind blowing from the north",10,NA,"","","Few clouds (10-30%) 480 m","6.0",17,"480","0","0","0",0,0
"8614","2015-10-08 06:00:00",19,732.8,759,83,"Wind blowing from the north-west",4,NA,"","","Broken clouds (60-90%) 480 m","8.0",16,"0","0","480","0",0,0
"8615","2015-10-08 07:00:00",19,733.4,759.7,83,"Wind blowing from the north-northwest",4,NA,"","","Broken clouds (60-90%) 480 m","8.0",16,"0","0","480","0",0,0
"8616","2015-10-08 08:00:00",20,733.5,759.7,78,"Wind blowing from the north-northwest",5,NA,"","","Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 6000 m","8.0",16,"0","480","6000","0",0,0
"8617","2015-10-08 09:00:00",21,734.4,760.5,69,"Wind blowing from the north",5,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m","8.0",15,"0","6000","0","0",0,0
"8618","2015-10-08 10:00:00",22,734.5,760.5,65,"Wind blowing from the north",4,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",15,"0","6000","0","0",0,0
"8619","2015-10-08 11:00:00",24,733.9,759.7,57,"Wind blowing from the north-northwest",5,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",15,"480","0","6000","0",0,0
"8620","2015-10-08 12:00:00",24,733.2,759,54,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",14,"480","0","6000","0",0,0
"8621","2015-10-08 13:00:00",25,733.3,759,51,"Wind blowing from the north-northeast",7,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",14,"480","0","6000","0",0,0
"8622","2015-10-08 14:00:00",24,733.2,759,54,"Wind blowing from the north-northeast",9,14,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",14,"480","0","6000","0",0,0
"8623","2015-10-08 15:00:00",24,732.4,758.2,41,"Wind blowing from the north-northeast",10,16,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",10,"480","0","6000","0",0,0
"8624","2015-10-08 16:00:00",23,732.3,758.2,47,"Wind blowing from the north-northeast",10,15,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",11,"480","0","6000","0",0,0
"8625","2015-10-08 17:00:00",21,732.9,759,60,"Wind blowing from the north-northeast",10,15,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",13,"480","0","6000","0",0,0
"8626","2015-10-08 18:00:00",20,732.8,759,56,"Wind blowing from the north-northeast",8,13,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",11,"480","0","6000","0",0,0
"8627","2015-10-09 06:00:00",17,731.8,758.2,68,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",11,"480","0","6000","0",0,0
"8628","2015-10-09 07:00:00",17,731.8,758.2,64,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 390 m, broken clouds (60-90%) 6000 m","10.0 and more",10,"390","0","6000","0",0,0
"8629","2015-10-09 08:00:00",18,732.7,759,60,"",NA,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8630","2015-10-09 09:00:00",19,733.4,759.7,56,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8631","2015-10-09 10:00:00",20,733.5,759.7,53,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8632","2015-10-09 12:00:00",22,733,759,47,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8633","2015-10-09 13:00:00",23,732.3,758.2,44,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8634","2015-10-09 14:00:00",22,732.2,758.2,41,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",8,"480","6000","0","0",0,0
"8635","2015-10-09 15:00:00",22,731.8,757.7,41,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",8,"480","6000","0","0",0,0
"8636","2015-10-09 16:00:00",22,731.8,757.7,44,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",9,"480","6000","0","0",0,0
"8637","2015-10-09 17:00:00",22,731.8,757.7,47,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",10,"480","6000","0","0",0,0
"8638","2015-10-09 18:00:00",20,732.8,759,56,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",11,"480","6000","0","0",0,0
"8639","2015-10-10 06:00:00",13,732.9,759.7,88,"Wind blowing from the east-southeast",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",11,"480","0","0","0",0,0
"8640","2015-10-10 07:00:00",12,732.8,759.7,88,"Calm, no wind",0,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"8641","2015-10-10 09:00:00",18,733.3,759.7,68,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",12,"480","0","0","0",0,0
"8642","2015-10-10 10:00:00",20,733.5,759.7,53,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"8643","2015-10-10 11:00:00",23,733.1,759,44,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"8644","2015-10-10 13:00:00",27,732.2,757.7,39,"Wind blowing from the west-northwest",6,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"8645","2015-10-10 14:00:00",28,731.5,756.9,37,"Wind blowing from the north-west",8,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"8646","2015-10-10 15:00:00",27,731.4,756.9,42,"Wind blowing from the north-northwest",9,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"8647","2015-10-10 16:00:00",27,732.2,757.7,45,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"8648","2015-10-10 17:00:00",25,732,757.7,57,"Wind blowing from the north-west",8,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"8649","2015-10-10 18:00:00",23,731.8,757.7,69,"Wind blowing from the north-west",6,NA,"","","No Significant Clouds","10.0 and more",17,"0","0","0","0",0,0
"8650","2015-10-11 06:00:00",20,735.7,762,100,"Wind blowing from the north",3,NA,"","","No Significant Clouds","10.0 and more",20,"0","0","0","0",0,0
"8651","2015-10-11 07:00:00",20,732.1,758.2,88,"Wind blowing from the north-northeast",3,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",18,"0","480","0","0",0,0
"8652","2015-10-11 08:00:00",20,732.8,759,94,"Wind blowing from the north-west",1,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",19,"0","480","0","0",0,0
"8653","2015-10-11 09:00:00",22,733,759,83,"Wind blowing from the north-west",1,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",19,"0","480","0","0",0,0
"8654","2015-10-11 10:00:00",23,733.1,759,69,"Wind blowing from the south-west",2,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"8655","2015-10-11 11:00:00",26,732.6,758.2,54,"Wind blowing from the north",3,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",16,"0","480","0","0",0,0
"8656","2015-10-11 12:00:00",26,732.6,758.2,54,"Wind blowing from the north-west",4,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8657","2015-10-11 13:00:00",27,732.2,757.7,51,"Wind blowing from the north",2,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8658","2015-10-11 14:00:00",27,731.4,756.9,54,"Wind blowing from the west-northwest",6,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",17,"0","0","480","0",0,0
"8659","2015-10-11 15:00:00",27,731.4,756.9,54,"Wind blowing from the north-west",6,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",17,"0","0","480","0",0,0
"8660","2015-10-11 16:00:00",26,731.3,756.9,61,"Wind blowing from the north-west",7,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",18,"0","0","480","0",0,0
"8661","2015-10-11 17:00:00",25,731.2,756.9,61,"Wind blowing from the north-west",7,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",17,"0","480","0","0",0,0
"8662","2015-10-11 18:00:00",25,732,757.7,57,"Wind blowing from the north-west",5,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",16,"0","480","0","0",0,0
"8663","2015-10-12 06:00:00",19,732.8,759,100,"Wind blowing from the west-northwest",3,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",19,"0","0","480","0",0,0
"8664","2015-10-12 07:00:00",20,732.8,759,94,"Wind blowing from the west-northwest",3,NA,"","","Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 480 m","6.0",19,"0","180","480","0",0,0
"8665","2015-10-12 08:00:00",19,733.4,759.7,100,"Wind blowing from the west",3,NA,"","","Few clouds (10-30%) 180 m, scattered clouds (40-50%) 6000 m","6.0",19,"180","6000","0","0",0,0
"8666","2015-10-12 09:00:00",21,733.6,759.7,94,"Wind blowing from the west-northwest",4,NA,"","","Few clouds (10-30%) 240 m, scattered clouds (40-50%) 480 m, broken clouds (60-90%) 6000 m","8.0",20,"240","480","6000","0",0,0
"8667","2015-10-12 10:00:00",21,733.6,759.7,88,"Wind blowing from the west-northwest",4,NA,"","","Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",19,"0","480","6000","0",0,0
"8668","2015-10-12 11:00:00",24,733.9,759.7,69,"Wind blowing from the north-west",5,NA,"","","Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",18,"0","480","6000","0",0,0
"8669","2015-10-12 12:00:00",24,733.9,759.7,65,"Wind blowing from the north-west",6,NA,"","","Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",17,"0","480","6000","0",0,0
"8670","2015-10-12 13:00:00",24,733.9,759.7,61,"Wind blowing from the north-west",5,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8671","2015-10-12 14:00:00",24,733.2,759,61,"Wind blowing from the north-west",4,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8672","2015-10-12 15:00:00",25,732.5,758.2,57,"Wind blowing from the west-northwest",4,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8673","2015-10-12 16:00:00",24,733.2,759,61,"Wind blowing from the north-northwest",6,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8674","2015-10-12 17:00:00",24,733.2,759,57,"Wind blowing from the north",5,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",15,"0","0","480","0",0,0
"8675","2015-10-12 18:00:00",22,733,759,69,"Wind blowing from the north",5,NA,"","","Broken clouds (60-90%) 480 m","10.0 and more",16,"0","0","480","0",0,0
"8676","2015-10-13 06:00:00",16,733.9,760.5,100,"Wind blowing from the north-west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"8677","2015-10-13 07:00:00",16,733.9,760.5,100,"Wind blowing from the north-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"8678","2015-10-13 08:00:00",18,734.1,760.5,88,"Wind blowing from the north-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"8679","2015-10-13 09:00:00",20,735,761.2,78,"Wind blowing from the north-west",3,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"8680","2015-10-13 10:00:00",22,735.1,761.2,65,"Wind blowing from the north",3,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",15,"0","3000","0","0",0,0
"8681","2015-10-13 11:00:00",22,735.1,761.2,65,"Wind blowing from the north-northeast",4,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",15,"0","3000","0","0",0,0
"8682","2015-10-13 12:00:00",23,734.5,760.5,57,"Wind blowing from the north-northeast",6,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",14,"0","3000","0","0",0,0
"8683","2015-10-13 13:00:00",23,734.5,760.5,47,"Wind blowing from the north",7,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",11,"0","3000","0","0",0,0
"8684","2015-10-13 18:00:00",22,733.7,759.7,41,"Wind blowing from the north-northeast",5,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",8,"480","0","0","0",0,0
"8685","2015-10-14 06:00:00",15,733.8,760.5,94,"Calm, no wind",0,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"8686","2015-10-14 07:00:00",13,733.7,760.5,100,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 150 m","5.0",13,"150","0","0","0",0,0
"8687","2015-10-14 07:05:00",13,733.7,760.5,100,"Wind blowing from the south-west",2,NA,"Fog","","Few clouds (10-30%) 150 m","0.6",13,"150","0","0","0",0,0
"8688","2015-10-14 07:55:00",13,733.7,760.5,100,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 240 m","5.0",13,"240","0","0","0",0,0
"8689","2015-10-14 08:00:00",13,733.7,760.5,100,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 240 m","5.0",13,"240","0","0","0",0,0
"8690","2015-10-14 09:00:00",17,734,760.5,100,"Wind blowing from the west-northwest",3,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"8691","2015-10-14 10:00:00",20,734.3,760.5,73,"Wind blowing from the north-west",4,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",15,"0","480","0","0",0,0
"8692","2015-10-14 11:00:00",22,NA,NA,53,"Wind blowing from the north",6,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",12,"0","480","0","0",0,0
"8693","2015-10-14 12:00:00",23,733.8,759.7,50,"Wind blowing from the north-northeast",5,NA,"","","Broken clouds (60-90%) 600 m","10.0 and more",12,"0","0","600","0",0,0
"8694","2015-10-14 13:00:00",24,733.2,759,47,"Wind blowing from the north-northeast",7,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",12,"0","480","0","0",0,0
"8695","2015-10-14 14:00:00",25,732.5,758.2,42,"Wind blowing from the north",6,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",11,"0","480","0","0",0,0
"8696","2015-10-14 15:00:00",24,732.4,758.2,50,"Wind blowing from the north",6,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",13,"0","480","0","0",0,0
"8697","2015-10-14 16:00:00",24,732.4,758.2,47,"Wind blowing from the north-northeast",6,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",12,"0","480","0","0",0,0
"8698","2015-10-14 17:00:00",23,733.1,759,50,"Wind blowing from the north-northeast",6,NA,"","","Scattered clouds (40-50%) 480 m","10.0 and more",12,"0","480","0","0",0,0
"8699","2015-10-15 06:00:00",14,733,759.7,94,"Calm, no wind",0,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",13,"480","0","0","0",0,0
"8700","2015-10-15 07:00:00",14,733,759.7,94,"Wind blowing from the south-west",1,NA,"","","Few clouds (10-30%) 180 m","6.0",13,"180","0","0","0",0,0
"8701","2015-10-15 08:00:00",15,733.1,759.7,94,"Calm, no wind",0,NA,"Mist","","Scattered clouds (40-50%) 180 m","1.5",14,"0","180","0","0",0,0
"8702","2015-10-15 09:00:00",18,733.3,759.7,83,"Wind blowing from the east-southeast",1,NA,"","","Few clouds (10-30%) 180 m","8.0",15,"180","0","0","0",0,0
"8703","2015-10-15 10:00:00",20,734.3,760.5,73,"Wind blowing from the west-southwest",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"8704","2015-10-15 11:00:00",22,733.7,759.7,61,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"8705","2015-10-15 12:00:00",23,733.8,759.7,53,"Wind blowing from the north-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",13,"480","0","0","0",0,0
"8706","2015-10-15 13:00:00",25,733.3,759,39,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"8707","2015-10-15 14:00:00",25,732.5,758.2,39,"Wind blowing from the west",3,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"8708","2015-10-15 15:00:00",27,732.2,757.7,28,"Wind blowing from the west-northwest",4,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"8709","2015-10-15 16:00:00",27,732.2,757.7,32,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"8710","2015-10-15 17:00:00",26,732.1,757.7,39,"Wind blowing from the north-west",3,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"8711","2015-10-15 18:00:00",25,732.5,758.2,47,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"8712","2015-10-16 06:00:00",18,732.7,759,64,"Wind blowing from the east",6,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
