Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10/2/15 15:00,24.2,757.6,762.7,-1.1,60,Wind blowing from the west-northwest,3,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,15.9,,,,,,
10/2/15 18:00,22.8,757.2,762.3,-0.4,81,Wind blowing from the north-northwest,2,70 - 80%, ,,,,25,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,19.3,,,,,,
10/3/15 6:00,20,757.8,762.9,,82,"Calm, no wind",0,40%, ,,,19.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,16.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
10/3/15 9:00,22.7,758.1,763.2,0.3,75,Wind blowing from the west,2,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,18,,,,,,
10/3/15 12:00,25.2,758,763.1,-0.1,64,Wind blowing from the west,2,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,17.9,,,,,,
10/3/15 15:00,25.3,757.3,762.3,-0.7,70,Wind blowing from the north-northeast,2,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,19.4,,,,,,
10/3/15 18:00,24,757,762.1,-0.3,69,Wind blowing from the north-east,4,60%, ,,,,26,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,17.9,,,,,,
10/4/15 6:00,22.8,757.6,762.7,,49,Wind blowing from the south-east,1,20-30%, ,,,22.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,11.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/4/15 9:00,29,758.9,763.9,1.3,33,Wind blowing from the south-southeast,1,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,11,,,,,,
10/4/15 12:00,34.3,759,763.9,0.1,21,Wind blowing from the north-northwest,4,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,9.3,,,,,,
10/4/15 15:00,33.7,758.7,763.6,-0.3,23,Wind blowing from the north,5,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,9.9,,,,,,
10/4/15 18:00,32.5,758.7,763.6,0,24,Wind blowing from the north-east,2,70 - 80%, ,,,,38.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,9.2,,,,,,
10/5/15 6:00,25.3,759.1,764.2,,39,Wind blowing from the north-northeast,1,20-30%, ,,,22,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,10.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
10/5/15 9:00,35.3,759.5,764.4,0.4,16,Wind blowing from the north-west,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,6,,,,,,
10/5/15 12:00,33.6,759.6,764.5,0.1,22,Wind blowing from the north-east,3,no clouds, ,,,,,,,,,,15,8.9,,,,,,
10/5/15 15:00,31.1,759.2,764.2,-0.4,31,Wind blowing from the north-west,2,no clouds, ,,,,,,,,,,10,12.1,,,,,,
10/5/15 18:00,31,759.2,764.2,0,30,Wind blowing from the east-southeast,3,20-30%, ,,,,36.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,11.4,,,,,,
10/6/15 6:00,22.7,759,764.1,,69,"Calm, no wind",0,no clouds, ,,,22.7,,,,,,,6,16.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17,,
10/6/15 9:00,24.5,759.4,764.5,0.4,62,Wind blowing from the north-northwest,3,no clouds, ,,,,,,,,,,6,16.7,,,,,,
10/6/15 12:00,26.3,759.4,764.4,0,55,Wind blowing from the north-northwest,3,no clouds, ,,,,,,,,,,7,16.4,,,,,,
10/6/15 15:00,24.6,758.3,763.4,-1.1,75,Wind blowing from the north,4,no clouds, ,,,,,,,,,,7,19.8,,,,,,
10/6/15 18:00,23.5,758.2,763.3,-0.1,75,Wind blowing from the north-east,5,no clouds, ,,,,26.7,,,,,,7,18.7,,,,,,
10/7/15 6:00,21.2,757.1,762.2,,84,Wind blowing from the south,1,20-30%, ,,,21.1,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/7/15 9:00,21.7,758,763.1,0.9,82,Wind blowing from the north,1,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,18.5,,,,,,
10/7/15 12:00,23.8,758.2,763.3,0.2,68,Wind blowing from the north-northeast,4,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,17.5,,,,,,
10/7/15 15:00,23.8,757.1,762.2,-1.1,72,Wind blowing from the north,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.4,,,,,,
10/7/15 18:00,22.4,757,762.1,-0.1,78,Wind blowing from the north-east,5,20-30%, ,,,,24.2,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.4,,,,,,
10/8/15 6:00,20.4,755.8,760.9,,82,Wind blowing from the north,2,70 - 80%, ,,,20.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/8/15 9:00,21.1,756.1,761.2,0.3,78,Wind blowing from the west-northwest,2,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17,,,,,,
10/8/15 12:00,23,756.2,761.3,0.1,69,Wind blowing from the north-northeast,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,17,,,,,,
10/8/15 15:00,22.9,755.9,761,-0.3,66,Wind blowing from the north-northeast,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,16.1,,,,,,
10/8/15 18:00,21.7,755.8,760.9,-0.1,64,Wind blowing from the north-northeast,3,70 - 80%, ,,,,23.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,14.5,,,,,,
10/9/15 6:00,19,755.2,760.3,,65,Wind blowing from the north-northeast,5,"10%  or less, but not 0", ,,,18.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,12.2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/9/15 9:00,20.4,,760.8,,58,Wind blowing from the north-northeast,5,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,11.8,,,,,,
10/9/15 12:00,21.5,756,761.1,,59,Wind blowing from the north-northeast,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,13.1,,,,,,
10/9/15 15:00,22,755.2,760.3,-0.8,48,Wind blowing from the north,4,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,10.5,,,,,,
10/9/15 18:00,20.9,755.2,760.3,0,63,Wind blowing from the north-east,2,20-30%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,13.6,,,,,,
10/10/15 6:00,18.7,755.1,760.2,,70,Wind blowing from the east-southeast,4,no clouds, ,,,18.5,,,,,,,7,13,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/10/15 9:00,21.3,755.5,760.6,0.4,60,Wind blowing from the west-northwest,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,13.1,,,,,,
10/10/15 12:00,22.3,755.4,760.5,-0.1,61,Wind blowing from the west,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,14.3,,,,,,
10/10/15 15:00,24,754.8,759.8,-0.6,60,Wind blowing from the west,3,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,15.7,,,,,,
10/10/15 18:00,22.7,754.5,759.6,-0.3,72,Wind blowing from the west-southwest,3,70 - 80%, ,,,,24.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,17.3,,,,,,
10/11/15 6:00,20.5,754.3,759.4,,95,Wind blowing from the west,2,60%,Mist. ,,,20.4,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",3,19.7,3,24,Surface of ground wet (standing water in small or large pools on surface).,16,,
10/11/15 9:00,20.8,755.1,760.2,0.8,94,Wind blowing from the south-southwest,3,70 - 80%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3,19.8,,,,,,
10/11/15 12:00,23.1,754.8,759.9,-0.3,83,Wind blowing from the west,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,20.1,,,,,,
10/11/15 15:00,23.2,753.9,759,-0.9,83,Wind blowing from the west-southwest,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,20.2,,,,,,
10/11/15 18:00,23.1,754,759.1,0.1,79,Wind blowing from the west-southwest,2,20-30%, ,,,,24.3,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,19.3,,,,,,
10/12/15 6:00,20.5,754.5,759.6,,95,Wind blowing from the south-southwest,3,60%, ,,,20.3,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.7,0.5,24,Surface of ground moist.,18,,
10/12/15 9:00,21.4,755.7,760.8,1.2,90,Wind blowing from the south-west,2,50%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,19.6,,,,,,
10/12/15 12:00,22.7,756,761.1,0.3,86,Wind blowing from the west-southwest,3,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,20.3,,,,,,
10/12/15 15:00,22.9,755.2,760.3,-0.8,83,Wind blowing from the west-northwest,3,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.9,,,,,,
10/12/15 18:00,22.1,755.5,760.6,0.3,86,Wind blowing from the north-west,2,"90  or more, but not 100%", ,,,,23.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,,,7,19.6,,,,,,
10/13/15 6:00,19.3,755.8,760.9,,87,Wind blowing from the east,2,60%, ,,,19.2,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,17.1,0.5,24,Surface of ground wet (standing water in small or large pools on surface).,17,,
10/13/15 9:00,20.4,756.5,761.6,0.7,84,Wind blowing from the south-west,1,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,17.6,,,,,,
10/13/15 12:00,22.5,756.8,761.9,0.3,77,Wind blowing from the west,3,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,18.2,,,,,,
10/13/15 15:00,23.6,756.5,761.6,-0.3,72,Wind blowing from the north-west,2,40%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,18.3,,,,,,
10/13/15 18:00,22,756.4,761.5,,79,Wind blowing from the north-west,1,20-30%, ,,,,23.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18.1,,,,,,
10/14/15 6:00,19.2,756.5,761.6,,83,Wind blowing from the south-east,1,no clouds, ,,,18.7,,,,,,,6,16.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
10/14/15 9:00,20.7,756.2,761.3,-0.3,77,Wind blowing from the north-west,2,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,16.4,,,,,,
10/14/15 12:00,23.3,756.1,761.2,-0.1,68,Wind blowing from the west,3,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.1,,,,,,
10/14/15 15:00,23.3,755.3,760.4,-0.8,67,Wind blowing from the west-northwest,3,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,16.9,,,,,,
10/15/15 6:00,19.5,754.9,760,,75,Wind blowing from the south-east,2,40%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,14.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
10/15/15 9:00,22.1,755.4,760.5,0.5,65,Wind blowing from the east-southeast,1,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,15.2,,,,,,
10/15/15 12:00,23,755.6,760.7,0.2,70,Wind blowing from the west,3,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.3,,,,,,
10/15/15 15:00,23.3,754.6,759.7,-1,71,Wind blowing from the west,3,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.7,,,,,,
10/15/15 18:00,22,754.9,760,0.3,71,Wind blowing from the north-northeast,2,no clouds, ,,,,23.6,,,,,,10,16.4,,,,,,
10/16/15 6:00,20.1,753.5,758.6,,59,Wind blowing from the south-southwest,2,20-30%, ,,,19.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,11.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/16/15 9:00,29.1,753.9,758.9,0.4,28,Wind blowing from the south-southeast,3,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,8.7,,,,,,
10/16/15 12:00,32.2,753.7,758.6,-0.2,22,Wind blowing from the south-southeast,7,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,8.2,,,,,,
10/16/15 15:00,32,752.2,757.1,-1.5,31,Wind blowing from the south-southwest,6,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,12.6,,,,,,
10/16/15 18:00,28,752.5,757.5,0.3,39,Wind blowing from the south-west,5,70 - 80%, ,,,,34.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,12.7,,,,,,
10/17/15 6:00,25.5,754.1,759.1,,58,Wind blowing from the south-southwest,6,60%, ,,,24.5,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,16.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/17/15 9:00,26,754.8,759.8,0.7,55,Wind blowing from the south-southwest,7,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,,,10,16.3,,,,,,
10/17/15 12:00,26,755.8,760.8,1,62,Wind blowing from the south-west,5,60%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,18.1,,,,,,
10/17/15 15:00,25.2,755.2,760.2,-0.6,68,Wind blowing from the south-west,5,60%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.9,,,,,,
10/17/15 18:00,24.2,755.2,760.2,0,62,Wind blowing from the south-west,4,60%, ,,,,26.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,16.5,,,,,,
10/18/15 6:00,22,754.7,759.8,,67,Wind blowing from the south-west,4,no clouds, ,,,21.7,,,,,,,10,15.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
